Season,Name,Team,IP,HR/FB,NameASCII,PlayerId,MLBAMID
2011,"Chris Volstad","FLA",165.2,0.15540541,"Chris Volstad",9901,458690
2023,"Zack Greinke","KCR",121,0.15540541,"Zack Greinke",1943,425844
2022,"Robbie Ray","SEA",189,0.15533981,"Robbie Ray",11486,592662
2007,"Mike Bacsik","WSN",106.2,0.1552795,"Mike Bacsik",863,407194
2015,"Kyle Lohse","MIL",124,0.1552795,"Kyle Lohse",739,346798
2019,"Jordan Lyles","- - -",141,0.1552795,"Jordan Lyles",7593,543475
2013,"Vance Worley","MIN",48.2,0.15517241,"Vance Worley",6435,474699
2012,"Joe Blanton","- - -",190.1,0.15508021,"Joe Blanton",4849,430599
2004,"Seth Greisinger","MIN",46.1,0.15492958,"Seth Greisinger",467,133960
2023,"Luis L. Ortiz","PIT",68,0.15492958,"Luis L. Ortiz",27646,682847
2004,"Chris Carpenter","STL",182,0.15483871,"Chris Carpenter",1292,112020
2016,"Robbie Ray","ARI",174.1,0.15483871,"Robbie Ray",11486,592662
2016,"Mike Fiers","HOU",164.2,0.1547619,"Mike Fiers",7754,571666
2016,"Jameson Taillon","PIT",104,0.1547619,"Jameson Taillon",11674,592791
2019,"Tanner Roark","- - -",165.1,0.15469613,"Tanner Roark",8753,543699
2004,"Matt Clement","CHC",181,0.15436242,"Matt Clement",271,136725
2017,"Germán Márquez","COL",162,0.15432099,"German Marquez",15038,608566
2003,"Danny Graves","CIN",162,0.15425532,"Danny Graves",326,115056
2002,"Aaron Myette","TEX",45.1,0.15384615,"Aaron Myette",1263,150329
2002,"Ben Diggins","MIL",24,0.15384615,"Ben Diggins",1599,424947
2003,"Mickey Callaway","- - -",33,0.15384615,"Mickey Callaway",7,209068
2003,"Brandon Webb","ARI",179.2,0.15384615,"Brandon Webb",1692,425630
2004,"Paul Abbott","- - -",93.2,0.15384615,"Paul Abbott",1061,110015
2004,"Kurt Ainsworth","BAL",30.2,0.15384615,"Kurt Ainsworth",1431,215128
2004,"Clint Nageotte","SEA",22.2,0.15384615,"Clint Nageotte",2156,425788
2004,"Ben Hendrickson","MIL",45.1,0.15384615,"Ben Hendrickson",2175,430608
2005,"Darrell May","- - -",40.2,0.15384615,"Darrell May",613,118469
2005,"Edinson Volquez","TEX",10.2,0.15384615,"Edinson Volquez",3990,450172
2006,"Josh Beckett","BOS",204.2,0.15384615,"Josh Beckett",510,277417
2006,"John Wasdin","TEX",24.2,0.15384615,"John Wasdin",1768,123955
2006,"Brad Halsey","OAK",38,0.15384615,"Brad Halsey",4760,433517
2007,"Jerome Williams","WSN",30,0.15384615,"Jerome Williams",1137,425532
2007,"J.P. Howell","TBD",51,0.15384615,"J.P. Howell",8245,434442
2008,"John Lackey","LAA",163.1,0.15384615,"John Lackey",1507,407793
2009,"Felipe Paulino","HOU",87,0.15384615,"Felipe Paulino",3777,462956
2009,"Jo-Jo Reyes","ATL",26,0.15384615,"Jo-Jo Reyes",5559,457456
2010,"Kyle Drabek","TOR",17,0.15384615,"Kyle Drabek",4359,475138
2012,"Christian Friedrich","COL",84.2,0.15384615,"Christian Friedrich",7942,543184
2012,"Trevor Bauer","ARI",16.1,0.15384615,"Trevor Bauer",12703,545333
2013,"Travis Blackley","TEX",14.1,0.15384615,"Travis Blackley",3234,429715
2013,"Jaime García","STL",55.1,0.15384615,"Jaime Garcia",8137,448802
2014,"Josh Tomlin","CLE",93.1,0.15384615,"Josh Tomlin",9388,458708
2016,"Paul Clemens","- - -",67.2,0.15384615,"Paul Clemens",8037,518560
2016,"Kevin Gausman","BAL",179.2,0.15384615,"Kevin Gausman",14107,592332
2017,"Patrick Corbin","ARI",187,0.15384615,"Patrick Corbin",9323,571578
2018,"Chase Anderson","MIL",158,0.15384615,"Chase Anderson",6895,502624
2018,"Sal Romano","CIN",131.1,0.15384615,"Sal Romano",13690,607219
2018,"Chad Kuhl","PIT",85,0.15384615,"Chad Kuhl",14975,641771
2018,"Ariel Jurado","TEX",41,0.15384615,"Ariel Jurado",17030,642558
2019,"Jimmy Nelson","MIL",12,0.15384615,"Jimmy Nelson",10547,519076
2019,"Blake Snell","TBR",107,0.15384615,"Blake Snell",13543,605483
2020,"José Ureña","MIA",23.1,0.15384615,"Jose Urena",11589,570632
2021,"Robert Dugger","SEA",11.1,0.15384615,"Robert Dugger",19191,667498
2021,"Anthony Kay","TOR",20.1,0.15384615,"Anthony Kay",20387,641743
2022,"Anthony DeSclafani","SFG",19,0.15384615,"Anthony DeSclafani",13050,543101
2022,"Luis Cessa","CIN",44,0.15384615,"Luis Cessa",13345,570666
2022,"Edward Cabrera","MIA",71.2,0.15384615,"Edward Cabrera",21690,665795
2023,"Madison Bumgarner","ARI",16.2,0.15384615,"Madison Bumgarner",5524,518516
2023,"Carlos Rodón","NYY",58,0.15384615,"Carlos Rodon",16137,607074
2023,"Alex Faedo","DET",58.2,0.15384615,"Alex Faedo",19874,656412
2022,"Sean Manaea","SDP",153,0.15343915,"Sean Manaea",15873,640455
2015,"Félix Hernández","SEA",201.2,0.15333333,"Felix Hernandez",4772,433587
2004,"Hideo Nomo","LAD",84,0.15322581,"Hideo Nomo",666,119827
2006,"Brian Moehler","FLA",103.2,0.15322581,"Brian Moehler",480,119215
2006,"Gustavo Chacin","TOR",87.1,0.15322581,"Gustavo Chacin",2060,407860
2002,"Travis Driskill","BAL",108.2,0.15315315,"Travis Driskill",134,150344
2005,"Carl Pavano","NYY",100,0.15315315,"Carl Pavano",790,134321
2019,"Trevor Bauer","- - -",213,0.15315315,"Trevor Bauer",12703,545333
2004,"Shawn Estes","COL",202,0.15306122,"Shawn Estes",873,113915
2017,"Jharel Cotton","OAK",129,0.15300546,"Jharel Cotton",13654,605194
2002,"Sidney Ponson","BAL",176,0.15294118,"Sidney Ponson",161,132260
2015,"Josh Tomlin","CLE",65.2,0.15294118,"Josh Tomlin",9388,458708
2023,"Freddy Peralta","MIL",162.2,0.15286624,"Freddy Peralta",18679,642547
2008,"Clay Buchholz","BOS",75,0.15277778,"Clay Buchholz",3543,453329
2005,"Gary Glover","MIL",57.2,0.15254237,"Gary Glover",234,150474
2010,"Jason Marquis","WSN",58.2,0.15254237,"Jason Marquis",105,150302
2015,"Hisashi Iwakuma","SEA",129.2,0.15254237,"Hisashi Iwakuma",13048,547874
2020,"Zac Gallen","ARI",72,0.15254237,"Zac Gallen",19291,668678
2004,"Claudio Vargas","MON",65.2,0.15238095,"Claudio Vargas",1695,282567
2018,"Tyson Ross","- - -",129.1,0.15238095,"Tyson Ross",7872,475115
2021,"Paolo Espino","WSN",86,0.15238095,"Paolo Espino",8246,502179
2008,"John Lannan","WSN",182,0.15231788,"John Lannan",7080,458709
2009,"Derek Holland","TEX",117,0.15231788,"Derek Holland",4141,502706
2019,"Wade Miley","HOU",167.1,0.15231788,"Wade Miley",8779,489119
2005,"Scott Downs","TOR",69,0.15217391,"Scott Downs",773,275933
2005,"Dustin McGowan","TOR",34.1,0.15217391,"Dustin McGowan",8600,430661
2006,"Edinson Volquez","TEX",33.1,0.15217391,"Edinson Volquez",3990,450172
2007,"Tom Shearn","CIN",30.2,0.15217391,"Tom Shearn",2040,407838
2008,"Mark Redman","COL",43.2,0.15217391,"Mark Redman",491,150230
2010,"Adalberto Mendez","FLA",24.2,0.15217391,"Adalberto Mendez",3752,458657
2017,"Kenta Maeda","LAD",126.1,0.15217391,"Kenta Maeda",18498,628317
2018,"Carson Fulmer","CHW",31,0.15217391,"Carson Fulmer",18311,608334
2019,"Wilmer Font","- - -",34.2,0.15217391,"Wilmer Font",5257,521655
2020,"Shane Bieber","CLE",77.1,0.15217391,"Shane Bieber",19427,669456
2023,"Hogan Harris","OAK",30,0.15217391,"Hogan Harris",21520,663687
2005,"Wandy Rodriguez","HOU",126.1,0.152,"Wandy Rodriguez",2586,434643
2004,"Jamie Moyer","SEA",199,0.15194346,"Jamie Moyer",1091,119469
2014,"Justin Masterson","- - -",125.1,0.15189873,"Justin Masterson",2038,475416
2003,"Matt Clement","CHC",201.2,0.15172414,"Matt Clement",271,136725
2018,"Andrew Heaney","LAA",180,0.15168539,"Andrew Heaney",15423,571760
2003,"Matt Ford","MIL",14.1,0.15151515,"Matt Ford",1674,425651
2004,"John Wasdin","TEX",52.2,0.15151515,"John Wasdin",1768,123955
2004,"Doug Waechter","TBD",70.1,0.15151515,"Doug Waechter",1814,425531
2008,"Mike Hampton","ATL",78,0.15151515,"Mike Hampton",430,115399
2009,"Chris Tillman","BAL",65,0.15151515,"Chris Tillman",5279,501957
2009,"Billy Buckner","ARI",73.1,0.15151515,"Billy Buckner",8253,434438
2011,"Kyle Weiland","BOS",21.2,0.15151515,"Kyle Weiland",7874,475095
2014,"Mike Pelfrey","MIN",23.2,0.15151515,"Mike Pelfrey",5203,460059
2018,"Brett Anderson","OAK",80.1,0.15151515,"Brett Anderson",8223,474463
2018,"Tyler Anderson","COL",176,0.15151515,"Tyler Anderson",12880,542881
2018,"Jack Flaherty","STL",151,0.15151515,"Jack Flaherty",17479,656427
2020,"Patrick Corbin","WSN",65.2,0.15151515,"Patrick Corbin",9323,571578
2020,"Merrill Kelly","ARI",31.1,0.15151515,"Merrill Kelly",11156,518876
2020,"Lance McCullers Jr.","HOU",55,0.15151515,"Lance McCullers Jr.",14120,621121
2022,"Dane Dunning","TEX",153.1,0.15151515,"Dane Dunning",19409,641540
2022,"Connor Seabold","BOS",18.1,0.15151515,"Connor Seabold",19695,657756
2022,"Cory Abbott","WSN",39,0.15151515,"Cory Abbott",20277,676265
2023,"Spencer Turnbull","DET",31,0.15151515,"Spencer Turnbull",16207,605513
2009,"Rich Harden","CHC",141,0.15131579,"Rich Harden",1772,425848
2012,"Carlos Villanueva","TOR",92,0.1512605,"Carlos Villanueva",4138,453646
2022,"Nick Lodolo","CIN",103.1,0.15116279,"Nick Lodolo",26378,666157
2021,"Jon Gray","COL",149,0.15107914,"Jon Gray",14916,592351
2021,"Triston McKenzie","CLE",116.1,0.15107914,"Triston McKenzie",18000,663474
2003,"Pedro Astacio","NYM",36.2,0.1509434,"Pedro Astacio",862,110359
2004,"Mike Wood","KCR",100,0.1509434,"Mike Wood",1806,430061
2011,"Henderson Alvarez III","TOR",63.2,0.1509434,"Henderson Alvarez III",5669,506693
2012,"Drew Hutchison","TOR",58.2,0.1509434,"Drew Hutchison",10732,571800
2015,"Erik Johnson","CHW",35,0.1509434,"Erik Johnson",12520,605304
2016,"Joel De La Cruz","ATL",46,0.1509434,"Joel De La Cruz",12825,503444
2018,"Alex Cobb","BAL",152.1,0.1509434,"Alex Cobb",6562,502171
2020,"Brady Singer","KCR",64.1,0.1509434,"Brady Singer",25377,663903
2021,"Ian Anderson","ATL",128.1,0.1509434,"Ian Anderson",19951,666120
2017,"Jeremy Hellickson","- - -",164,0.15086207,"Jeremy Hellickson",4371,476451
2009,"David Hernandez","BAL",98.2,0.15083799,"David Hernandez",4259,456696
2017,"Yu Darvish","- - -",186.2,0.15083799,"Yu Darvish",13074,506433
2017,"Sonny Gray","- - -",162.1,0.15079365,"Sonny Gray",12768,543243
2002,"Brian Moehler","- - -",61.2,0.15068493,"Brian Moehler",480,119215
2002,"Brian Tollberg","SDP",54.2,0.15068493,"Brian Tollberg",1055,328092
2012,"Jamie Moyer","COL",53.2,0.15068493,"Jamie Moyer",1091,119469
2015,"Aaron Nola","PHI",77.2,0.15068493,"Aaron Nola",16149,605400
2019,"Daniel Norris","DET",136,0.15068493,"Daniel Norris",13475,596057
2020,"Jon Lester","CHC",61,0.15068493,"Jon Lester",4930,452657
2023,"Brandon Bielak","HOU",70.2,0.15068493,"Brandon Bielak",19866,656232
2016,"Nick Tropeano","LAA",68.1,0.15053763,"Nick Tropeano",12385,607374
2009,"Brett Cecil","TOR",92.2,0.15044248,"Brett Cecil",2660,446399
2022,"Bryse Wilson","PIT",93.1,0.15044248,"Bryse Wilson",19990,669060
2002,"Scott Erickson","BAL",158.2,0.15037594,"Scott Erickson",137,113884
2003,"Shawn Estes","CHC",151.2,0.15037594,"Shawn Estes",873,113915
2007,"Félix Hernández","SEA",190.1,0.15037594,"Felix Hernandez",4772,433587
2017,"JC Ramírez","LAA",142.1,0.15037594,"JC Ramirez",8302,500724
2002,"Jon Rauch","CHW",25.1,0.15,"Jon Rauch",1475,400010
2003,"Tanyon Sturtze","TOR",44,0.15,"Tanyon Sturtze",1230,122915
2004,"Jung Keun Bong","CIN",15.1,0.15,"Jung Keun Bong",82,407794
2004,"Brian Powell","PHI",13,0.15,"Brian Powell",490,150064
2005,"Rich Hill","CHC",15.1,0.15,"Rich Hill",4806,448179
2006,"Adam Bernero","- - -",13.2,0.15,"Adam Bernero",460,333293
2007,"Gustavo Chacin","TOR",27.1,0.15,"Gustavo Chacin",2060,407860
2007,"Radhames Liz","BAL",13.1,0.15,"Radhames Liz",5843,467785
2009,"Dustin Moseley","LAA",14.2,0.15,"Dustin Moseley",7060,400291
2009,"Alfredo Figaro","DET",12.1,0.15,"Alfredo Figaro",8404,451628
2011,"Barry Zito","SFG",49.2,0.15,"Barry Zito",944,217096
2011,"Jake Arrieta","BAL",119.1,0.15,"Jake Arrieta",4153,453562
2012,"Anthony Swarzak","MIN",23.1,0.15,"Anthony Swarzak",7466,461872
2013,"Nick Tepesch","TEX",88.2,0.15,"Nick Tepesch",11716,519344
2015,"Joe Blanton","KCR",18.2,0.15,"Joe Blanton",4849,430599
2015,"Miguel González","BAL",144.2,0.15,"Miguel Gonzalez",7024,456068
2016,"Scott Kazmir","LAD",136.1,0.15,"Scott Kazmir",4897,431148
2018,"Luis Cessa","NYY",18,0.15,"Luis Cessa",13345,570666
2019,"Thomas Pannone","TOR",24.2,0.15,"Thomas Pannone",17281,623381
2020,"Caleb Smith","- - -",12,0.15,"Caleb Smith",14875,592761
2021,"John Means","BAL",146.2,0.15,"John Means",16269,607644
2023,"Gavin Stone","LAD",15.1,0.15,"Gavin Stone",27792,694813
2012,"Clayton Richard","SDP",218.2,0.14975845,"Clayton Richard",3551,453385
2018,"Zack Greinke","ARI",207.2,0.14973262,"Zack Greinke",1943,425844
2005,"Jamey Wright","COL",161,0.14965986,"Jamey Wright",715,124604
2019,"Adam Wainwright","STL",171.2,0.14965986,"Adam Wainwright",2233,425794
2021,"Ryan Yarbrough","TBR",117,0.14965986,"Ryan Yarbrough",16502,642232
2002,"Jason Marquis","ATL",114.1,0.1496063,"Jason Marquis",105,150302
2005,"Jake Westbrook","CLE",210.2,0.1496063,"Jake Westbrook",412,150414
2017,"Erasmo Ramírez","- - -",100.2,0.1496063,"Erasmo Ramirez",10314,541640
2021,"Luis Castillo","CIN",187.2,0.1496063,"Luis Castillo",15689,622491
2021,"Keegan Akin","BAL",77,0.14953271,"Keegan Akin",19362,669211
2005,"Greg Maddux","CHC",225,0.14948454,"Greg Maddux",104,118120
2016,"Brandon Finnegan","CIN",172,0.14948454,"Brandon Finnegan",16208,605232
2004,"Justin Miller","TOR",75.1,0.14942529,"Justin Miller",1313,277405
2011,"Esmil Rogers","COL",71.2,0.14942529,"Esmil Rogers",6317,469134
2015,"Charlie Morton","PIT",129,0.14942529,"Charlie Morton",4676,450203
2005,"Paul Wilson","CIN",46.1,0.14925373,"Paul Wilson",1234,124417
2006,"Jeff Weaver","- - -",172,0.14912281,"Jeff Weaver",503,213711
2017,"Robert Gsellman","NYM",115.2,0.14912281,"Robert Gsellman",13696,607229
2022,"Kyle Bradish","BAL",117.2,0.14912281,"Kyle Bradish",24586,680694
2004,"Horacio Ramirez","ATL",59.1,0.14893617,"Horacio Ramirez",110,400141
2005,"Horacio Ramirez","ATL",198.2,0.14893617,"Horacio Ramirez",110,400141
2006,"Lance Cormier","ATL",48,0.14893617,"Lance Cormier",4346,433578
2009,"Marc Rzepczynski","TOR",61.1,0.14893617,"Marc Rzepczynski",6612,519240
2016,"Vince Velasquez","PHI",131,0.14893617,"Vince Velasquez",11189,592826
2022,"Tyler Gilbert","ARI",31.1,0.14893617,"Tyler Gilbert",17964,656457
2021,"Brad Keller","KCR",133.2,0.14876033,"Brad Keller",15734,641745
2006,"Ian Snell","PIT",186,0.14871795,"Ian Snell",2227,430636
2005,"Vicente Padilla","PHI",147,0.14864865,"Vicente Padilla",964,218894
2006,"Bartolo Colon","LAA",56.1,0.14864865,"Bartolo Colon",375,112526
2015,"Raisel Iglesias","CIN",92.1,0.14864865,"Raisel Iglesias",17130,628452
2016,"Wei-Yin Chen","MIA",123.1,0.14864865,"Wei-Yin Chen",13071,612672
2012,"Yovani Gallardo","MIL",204,0.14857143,"Yovani Gallardo",8173,451596
2021,"Taijuan Walker","NYM",154.1,0.14857143,"Taijuan Walker",11836,592836
2023,"Austin Gomber","COL",139,0.14857143,"Austin Gomber",16561,596295
2012,"Jeanmar Gómez","CLE",86.2,0.14851485,"Jeanmar Gomez",9033,491646
2017,"Zack Godley","ARI",153.1,0.14851485,"Zack Godley",14862,643327
2019,"Cal Quantrill","SDP",91.2,0.14851485,"Cal Quantrill",19312,615698
2018,"Kyle Gibson","MIN",196.2,0.1483871,"Kyle Gibson",10123,502043
2004,"Mike Gosling","ARI",22.1,0.14814815,"Mike Gosling",2204,428420
2005,"Jimmy Gobble","KCR",17.1,0.14814815,"Jimmy Gobble",1791,425471
2007,"Jason Vargas","NYM",10.1,0.14814815,"Jason Vargas",8044,450306
2009,"Tim Hudson","ATL",42.1,0.14814815,"Tim Hudson",921,218596
2014,"Randy Wolf","MIA",20.2,0.14814815,"Randy Wolf",976,150116
2014,"Rafael Montero","NYM",43,0.14814815,"Rafael Montero",12760,606160
2015,"Zack Godley","ARI",29.2,0.14814815,"Zack Godley",14862,643327
2016,"Rob Whalen","ATL",24.2,0.14814815,"Rob Whalen",14165,547007
2017,"Joe Biagini","TOR",88,0.14814815,"Joe Biagini",13194,607352
2018,"Rich Hill","LAD",131.2,0.14814815,"Rich Hill",4806,448179
2022,"Trevor Williams","NYM",38.2,0.14814815,"Trevor Williams",16977,592866
2023,"Julio Teheran","MIL",62.2,0.14814815,"Julio Teheran",6797,527054
2003,"Jake Peavy","SDP",194.2,0.14798206,"Jake Peavy",1051,408241
2017,"Kevin Gausman","BAL",186.2,0.14795918,"Kevin Gausman",14107,592332
2019,"Merrill Kelly","ARI",183.1,0.14795918,"Merrill Kelly",11156,518876
2018,"Matt Harvey","- - -",149,0.14792899,"Matt Harvey",11713,518774
2006,"Anthony Reyes","STL",85.1,0.14782609,"Anthony Reyes",7105,435039
2015,"Jorge De La Rosa","COL",149,0.14782609,"Jorge De La Rosa",2047,407822
2017,"Kyle Hendricks","CHC",139.2,0.14782609,"Kyle Hendricks",12049,543294
2010,"David Pauley","SEA",86,0.14772727,"David Pauley",3625,456102
2013,"Alex Cobb","TBR",143.1,0.14772727,"Alex Cobb",6562,502171
2018,"Iván Nova","PIT",161,0.14772727,"Ivan Nova",1994,467100
2021,"Alec Mills","CHC",99.1,0.14772727,"Alec Mills",13834,621219
2023,"Tyler Glasnow","TBR",115,0.14772727,"Tyler Glasnow",14374,607192
2004,"Scott Downs","MON",63,0.14754098,"Scott Downs",773,275933
2007,"Jo-Jo Reyes","ATL",47.1,0.14754098,"Jo-Jo Reyes",5559,457456
2010,"Chris Tillman","BAL",53.2,0.14754098,"Chris Tillman",5279,501957
2011,"Kevin Millwood","COL",54.1,0.14754098,"Kevin Millwood",106,119154
2015,"Mike Wright Jr.","BAL",41.2,0.14754098,"Mike Wright Jr.",12586,605541
2017,"Lucas Sims","ATL",51.1,0.14754098,"Lucas Sims",13470,608371
2017,"Dinelson Lamet","SDP",114.1,0.14754098,"Dinelson Lamet",17186,659275
2021,"Spenser Watkins","BAL",46,0.14754098,"Spenser Watkins",17489,657093
2015,"Matt Garza","MIL",143.2,0.1474359,"Matt Garza",3340,490063
2016,"R.A. Dickey","TOR",169.1,0.14736842,"R.A. Dickey",1245,285079
2017,"Rick Porcello","BOS",203.1,0.14728682,"Rick Porcello",2717,519144
2019,"Jordan Zimmermann","DET",112,0.14728682,"Jordan Zimmermann",4505,519455
2002,"Luther Hackman","STL",25,0.14705882,"Luther Hackman",1155,235097
2003,"Chan Ho Park","TEX",29.2,0.14705882,"Chan Ho Park",1267,120221
2009,"Carlos Torres","CHW",23,0.14705882,"Carlos Torres",7624,448614
2012,"David Huff","CLE",20.2,0.14705882,"David Huff",4257,453307
2012,"Jordan Lyles","HOU",141.1,0.14705882,"Jordan Lyles",7593,543475
2013,"Erik Johnson","CHW",27.2,0.14705882,"Erik Johnson",12520,605304
2015,"Randy Wolf","DET",33.2,0.14705882,"Randy Wolf",976,150116
2016,"Chris Bassitt","OAK",28,0.14705882,"Chris Bassitt",12304,605135
2017,"Aríel Miranda","SEA",158,0.14705882,"Ariel Miranda",17526,664641
2018,"Drew Hutchison","TEX",21.1,0.14705882,"Drew Hutchison",10732,571800
2018,"José Quintana","CHC",174.1,0.14705882,"Jose Quintana",11423,500779
2019,"Jesse Chavez","TEX",30,0.14705882,"Jesse Chavez",5448,445926
2019,"José Ureña","MIA",74.2,0.14705882,"Jose Urena",11589,570632
2019,"Félix Peña","LAA",28.2,0.14705882,"Felix Pena",13403,570240
2019,"José Urquidy","HOU",34,0.14705882,"Jose Urquidy",18413,664353
2020,"Framber Valdez","HOU",64.1,0.14705882,"Framber Valdez",17295,664285
2021,"Clayton Kershaw","LAD",121.2,0.14705882,"Clayton Kershaw",2036,477132
2021,"Eli Morgan","CLE",89.1,0.14705882,"Eli Morgan",20203,669212
2022,"Hyun Jin Ryu","TOR",27,0.14705882,"Hyun Jin Ryu",14444,547943
2009,"Scott Richmond","TOR",132,0.14689266,"Scott Richmond",4307,446341
2012,"Hector Noesí","SEA",98,0.14685315,"Hector Noesi",3292,456051
2015,"Michael Pineda","NYY",160.2,0.14685315,"Michael Pineda",5372,501381
2012,"Chris Volstad","CHC",111.1,0.14678899,"Chris Volstad",9901,458690
2018,"Brent Suter","MIL",94.2,0.14678899,"Brent Suter",13942,608718
2023,"Grayson Rodriguez","BAL",116.1,0.14678899,"Grayson Rodriguez",24492,680570
2007,"Joel Pineiro","STL",63.2,0.14666667,"Joel Pineiro",1094,334492
2008,"Joel Pineiro","STL",145.2,0.14666667,"Joel Pineiro",1094,334492
2010,"Daniel McCutchen","PIT",43,0.14666667,"Daniel McCutchen",263,445216
2015,"Matt Cain","SFG",57.2,0.14666667,"Matt Cain",4732,430912
2018,"Yefry Ramírez","BAL",53.1,0.14666667,"Yefry Ramirez",15655,606162
2021,"Luke Weaver","ARI",65.2,0.14666667,"Luke Weaver",16918,596133
2021,"Shane Bieber","CLE",96.2,0.14666667,"Shane Bieber",19427,669456
2018,"Daniel Mengden","OAK",96,0.14655172,"Daniel Mengden",16980,596043
2022,"Tyler Alexander","DET",80,0.14655172,"Tyler Alexander",17735,641302
2019,"Chris Paddack","SDP",140.2,0.14649682,"Chris Paddack",20099,663978
2023,"Drew Smyly","CHC",113.1,0.14649682,"Drew Smyly",11760,592767
2002,"Glendon Rusch","MIL",210.2,0.14634146,"Glendon Rusch",707,121556
2002,"Joe Beimel","PIT",42.2,0.14634146,"Joe Beimel",979,346847
2006,"Cha Seung Baek","SEA",34.1,0.14634146,"Cha Seung Baek",8214,430657
2007,"Yusmeiro Petit","ARI",51,0.14634146,"Yusmeiro Petit",4020,433589
2008,"Justin Germano","SDP",34,0.14634146,"Justin Germano",1938,430683
2013,"Erasmo Ramírez","SEA",70.2,0.14634146,"Erasmo Ramirez",10314,541640
2020,"Brett Anderson","MIL",47,0.14634146,"Brett Anderson",8223,474463
2020,"Mike Clevinger","- - -",41.2,0.14634146,"Mike Clevinger",12808,605182
2021,"Miles Mikolas","STL",44.2,0.14634146,"Miles Mikolas",9803,571945
2021,"Thomas Eshelman","BAL",21,0.14634146,"Thomas Eshelman",18361,664045
2023,"Peyton Battenfield","CLE",32.2,0.14634146,"Peyton Battenfield",25777,685410
2010,"Javier Vazquez","NYY",144,0.14622642,"Javier Vazquez",801,134320
2003,"Joe Mays","MIN",110.1,0.14615385,"Joe Mays",740,150222
2010,"Kevin Correia","SDP",140.1,0.14615385,"Kevin Correia",1767,429781
2002,"Jason Jennings","COL",185.1,0.14606742,"Jason Jennings",434,407298
2004,"Tony Armas","MON",72,0.14606742,"Tony Armas",761,150393
2019,"Jon Lester","CHC",171.2,0.14606742,"Jon Lester",4930,452657
2006,"Andy Pettitte","HOU",213.1,0.14594595,"Andy Pettitte",840,120485
2016,"Chase Anderson","MIL",149.2,0.14594595,"Chase Anderson",6895,502624
2005,"Luke Hudson","CIN",75,0.14583333,"Luke Hudson",1542,346873
2007,"Josh Towers","TOR",85.1,0.14583333,"Josh Towers",1489,346869
