Season,Name,Team,IP,HR/FB,NameASCII,PlayerId,MLBAMID
2012,"Miguel González","BAL",93.2,0.11206897,"Miguel Gonzalez",7024,456068
2017,"Adalberto Mejía","MIN",98,0.11206897,"Adalberto Mejia",13188,606167
2002,"Mike Mussina","NYY",215.2,0.1120332,"Mike Mussina",837,119608
2018,"Matthew Boyd","DET",170.1,0.1120332,"Matthew Boyd",15440,571510
2002,"Ted Lilly","- - -",90,0.112,"Ted Lilly",833,150404
2008,"Manny Parra","MIL",159,0.112,"Manny Parra",4279,448159
2010,"David Huff","CLE",79.2,0.112,"David Huff",4257,453307
2018,"Alex Wood","LAD",148,0.112,"Alex Wood",13781,622072
2018,"Marco Estrada","TOR",143.2,0.11196911,"Marco Estrada",1118,462136
2011,"Carlos Carrasco","CLE",124.2,0.1119403,"Carlos Carrasco",6632,471911
2017,"Marco Estrada","TOR",186,0.11191336,"Marco Estrada",1118,462136
2012,"Colby Lewis","TEX",105,0.11188811,"Colby Lewis",1259,407890
2013,"Jordan Lyles","HOU",139,0.11188811,"Jordan Lyles",7593,543475
2016,"Michael Fulmer","DET",159,0.11188811,"Michael Fulmer",13218,605242
2018,"Zach Eflin","PHI",128,0.11188811,"Zach Eflin",13774,621107
2018,"Sean Newcomb","ATL",163.1,0.11180124,"Sean Newcomb",16943,656794
2007,"Jorge De La Rosa","KCR",126.1,0.11176471,"Jorge De La Rosa",2047,407822
2010,"Trevor Cahill","OAK",196.2,0.11176471,"Trevor Cahill",6249,502239
2009,"Gavin Floyd","CHW",193,0.11170213,"Gavin Floyd",3886,425856
2004,"Jason Johnson","DET",196.2,0.11167513,"Jason Johnson",147,116595
2023,"George Kirby","SEA",178.2,0.11167513,"George Kirby",25436,669923
2003,"Jeff Suppan","- - -",200.1,0.11165049,"Jeff Suppan",633,122987
2014,"Vidal Nuño","- - -",157.1,0.11165049,"Vidal Nuno",9674,573064
2003,"Ted Lilly","OAK",177.1,0.11162791,"Ted Lilly",833,150404
2008,"Cole Hamels","PHI",227.1,0.11155378,"Cole Hamels",4972,430935
2009,"James Shields","TBR",219.2,0.11153846,"James Shields",7059,448306
2002,"Matt Clement","CHC",205,0.11111111,"Matt Clement",271,136725
2002,"Michael Tejera","FLA",105.2,0.11111111,"Michael Tejera",542,150373
2002,"Terry Adams","PHI",102.2,0.11111111,"Terry Adams",946,110067
2002,"Mike Bynum","SDP",17.2,0.11111111,"Mike Bynum",1022,407803
2002,"Tanyon Sturtze","TBD",224,0.11111111,"Tanyon Sturtze",1230,122915
2003,"Scot Shields","ANA",78.2,0.11111111,"Scot Shields",35,276912
2003,"Ryan Franklin","SEA",212,0.11111111,"Ryan Franklin",1076,211041
2003,"Victor Zambrano","TBD",178.2,0.11111111,"Victor Zambrano",1237,406913
2004,"Dave Williams","PIT",32,0.11111111,"Dave Williams",1013,400063
2004,"Chad Durbin","CLE",36,0.11111111,"Chad Durbin",1442,239795
2004,"Nick Regilio","TEX",14.1,0.11111111,"Nick Regilio",2226,430651
2005,"Jaret Wright","NYY",63.2,0.11111111,"Jaret Wright",415,124605
2005,"Mike Mussina","NYY",179.2,0.11111111,"Mike Mussina",837,119608
2005,"Dave Williams","PIT",138.2,0.11111111,"Dave Williams",1013,400063
2005,"Geremi Gonzalez","BOS",14,0.11111111,"Geremi Gonzalez",1711,114928
2005,"Chien-Ming Wang","NYY",111.2,0.11111111,"Chien-Ming Wang",2074,425426
2006,"Julian Tavarez","BOS",33.2,0.11111111,"Julian Tavarez",541,123118
2006,"Brad Radke","MIN",162.1,0.11111111,"Brad Radke",748,120878
2006,"Brett Tomko","LAD",82.2,0.11111111,"Brett Tomko",1056,123387
2006,"Chris Sampson","HOU",14.2,0.11111111,"Chris Sampson",2651,448200
2006,"Carlos Marmol","CHC",67.2,0.11111111,"Carlos Marmol",2790,461791
2006,"Kameron Loe","TEX",78.1,0.11111111,"Kameron Loe",4422,434180
2006,"Jeremy Sowers","CLE",88.1,0.11111111,"Jeremy Sowers",9083,460265
2007,"Roberto Hernandez","CLE",215,0.11111111,"Roberto Hernandez",3273,433584
2007,"Felipe Paulino","HOU",15,0.11111111,"Felipe Paulino",3777,462956
2007,"Chris Seddon","FLA",14.1,0.11111111,"Chris Seddon",3833,434629
2007,"Darrell Rasner","NYY",24.2,0.11111111,"Darrell Rasner",4770,434480
2008,"Alfredo Aceves","NYY",23,0.11111111,"Alfredo Aceves",5164,469686
2008,"Dirk Hayhurst","SDP",11.1,0.11111111,"Dirk Hayhurst",6010,460602
2008,"Hung-Chih Kuo","LAD",10.2,0.11111111,"Hung-Chih Kuo",7016,425539
2008,"James Parr","ATL",22.1,0.11111111,"James Parr",7734,444970
2008,"Ross Ohlendorf","PIT",22.2,0.11111111,"Ross Ohlendorf",8268,456027
2008,"Zach Jackson","CLE",54.2,0.11111111,"Zach Jackson",8356,435638
2009,"Bryan Augenstein","ARI",11.1,0.11111111,"Bryan Augenstein",936,446248
2009,"David Price","TBR",128.1,0.11111111,"David Price",3184,456034
2009,"Brett Anderson","OAK",175.1,0.11111111,"Brett Anderson",8223,474463
2009,"Bobby Parnell","NYM",36.1,0.11111111,"Bobby Parnell",9926,458730
2010,"Iván Nova","NYY",36.2,0.11111111,"Ivan Nova",1994,467100
2010,"Brad Mills","TOR",15.1,0.11111111,"Brad Mills",4420,502166
2012,"Chris Capuano","LAD",198.1,0.11111111,"Chris Capuano",1701,425626
2012,"Tyson Ross","OAK",68.1,0.11111111,"Tyson Ross",7872,475115
2012,"Garrett Richards","LAA",53,0.11111111,"Garrett Richards",9784,572070
2013,"Scott Baker","CHC",15,0.11111111,"Scott Baker",6176,435044
2013,"Phil Hughes","NYY",145.1,0.11111111,"Phil Hughes",7450,461833
2013,"Stephen Strasburg","WSN",183,0.11111111,"Stephen Strasburg",10131,544931
2014,"Matt Moore","TBR",10,0.11111111,"Matt Moore",1890,519043
2014,"Miles Mikolas","TEX",57.1,0.11111111,"Miles Mikolas",9803,571945
2014,"Taylor Jordan","WSN",25.2,0.11111111,"Taylor Jordan",10466,518863
2014,"Tyler Lyons","STL",22,0.11111111,"Tyler Lyons",11334,544928
2015,"Chase Anderson","ARI",152.2,0.11111111,"Chase Anderson",6895,502624
2015,"Scott Copeland","TOR",12.1,0.11111111,"Scott Copeland",10706,571577
2015,"Carlos Martinez","STL",174.2,0.11111111,"Carlos Martinez",11682,593372
2015,"James Paxton","SEA",67,0.11111111,"James Paxton",11828,572020
2016,"Colby Lewis","TEX",116.1,0.11111111,"Colby Lewis",1259,407890
2016,"Jake Arrieta","CHC",197.1,0.11111111,"Jake Arrieta",4153,453562
2016,"J.A. Happ","TOR",195,0.11111111,"J.A. Happ",7410,457918
2016,"Homer Bailey","CIN",23,0.11111111,"Homer Bailey",8362,456701
2016,"Eduardo Rodriguez","BOS",107,0.11111111,"Eduardo Rodriguez",13164,593958
2016,"Ross Stripling","LAD",75.2,0.11111111,"Ross Stripling",13273,548389
2017,"Gio González","WSN",201,0.11111111,"Gio Gonzalez",7448,461829
2017,"Chris Stratton","SFG",51.1,0.11111111,"Chris Stratton",13761,608717
2017,"Matt Strahm","KCR",11.2,0.11111111,"Matt Strahm",13799,621381
2017,"Jon Gray","COL",110.1,0.11111111,"Jon Gray",14916,592351
2017,"Brandon Woodruff","MIL",43,0.11111111,"Brandon Woodruff",16162,605540
2017,"Daniel Mengden","OAK",43,0.11111111,"Daniel Mengden",16980,596043
2018,"Patrick Corbin","ARI",200,0.11111111,"Patrick Corbin",9323,571578
2018,"Alec Mills","CHC",10.2,0.11111111,"Alec Mills",13834,621219
2018,"Fernando Romero","MIN",55.2,0.11111111,"Fernando Romero",15885,622864
2018,"Diego Castillo","TBR",17,0.11111111,"Diego Castillo",17496,650895
2018,"Kenta Maeda","LAD",107.2,0.11111111,"Kenta Maeda",18498,628317
2019,"Matt Shoemaker","TOR",28.2,0.11111111,"Matt Shoemaker",4776,533167
2019,"Zack Godley","ARI",39,0.11111111,"Zack Godley",14862,643327
2019,"Austin Pruitt","TBR",10.1,0.11111111,"Austin Pruitt",15290,643493
2019,"Michael Soroka","ATL",174.2,0.11111111,"Michael Soroka",18383,647336
2020,"Tyler Chatwood","CHC",18.2,0.11111111,"Tyler Chatwood",4338,543022
2020,"Logan Webb","SFG",48.2,0.11111111,"Logan Webb",17995,657277
2020,"Johan Oviedo","STL",24.2,0.11111111,"Johan Oviedo",22487,670912
2021,"Jakob Junis","KCR",27.1,0.11111111,"Jakob Junis",13619,596001
2021,"Keegan Thompson","CHC",16.1,0.11111111,"Keegan Thompson",19795,624522
2021,"Braxton Garrett","MIA",31,0.11111111,"Braxton Garrett",21844,666129
2022,"Garrett Whitlock","BOS",39,0.11111111,"Garrett Whitlock",20191,676477
2022,"Matthew Liberatore","STL",29.2,0.11111111,"Matthew Liberatore",22294,669461
2023,"Luis Cessa","CIN",25,0.11111111,"Luis Cessa",13345,570666
2023,"Jakob Junis","SFG",12.2,0.11111111,"Jakob Junis",13619,596001
2023,"Zack Littell","TBR",71.1,0.11111111,"Zack Littell",15823,641793
2023,"Jeffrey Springs","TBR",16,0.11111111,"Jeffrey Springs",17677,605488
2023,"Keaton Winn","SFG",20,0.11111111,"Keaton Winn",23499,676775
2023,"Randy Vásquez","NYY",22.1,0.11111111,"Randy Vasquez",24719,681190
2010,"Ted Lilly","- - -",193.2,0.11072664,"Ted Lilly",833,150404
2004,"Mark Redman","OAK",191,0.11067194,"Mark Redman",491,150230
2007,"James Shields","TBD",215,0.11067194,"James Shields",7059,448306
2018,"Justin Verlander","HOU",214,0.11067194,"Justin Verlander",8700,434378
2011,"James Shields","TBR",249.1,0.1106383,"James Shields",7059,448306
2016,"Ricky Nolasco","- - -",197.2,0.1106383,"Ricky Nolasco",3830,445060
2009,"Ross Ohlendorf","PIT",176.2,0.11061947,"Ross Ohlendorf",8268,456027
2011,"Josh Tomlin","CLE",165.1,0.11059908,"Josh Tomlin",9388,458708
2013,"Jeremy Hellickson","TBR",171.2,0.11059908,"Jeremy Hellickson",4371,476451
2013,"Tommy Milone","OAK",153.1,0.11059908,"Tommy Milone",7608,543548
2015,"Tom Koehler","MIA",184.1,0.11055276,"Tom Koehler",6570,543408
2019,"Aníbal Sánchez","WSN",166,0.11055276,"Anibal Sanchez",3284,434671
2010,"Jon Garland","SDP",200,0.11049724,"Jon Garland",232,279782
2013,"Scott Feldman","- - -",181.2,0.11046512,"Scott Feldman",6283,444857
2021,"Anthony DeSclafani","SFG",167.2,0.11046512,"Anthony DeSclafani",13050,543101
2023,"Kevin Gausman","TOR",178,0.11046512,"Kevin Gausman",14107,592332
2008,"Jorge Campillo","ATL",137,0.11042945,"Jorge Campillo",8686,435658
2002,"Omar Daal","LAD",131.1,0.11038961,"Omar Daal",646,112984
2007,"Aaron Cook","COL",166,0.11029412,"Aaron Cook",1571,346871
2017,"Blake Snell","TBR",129.1,0.11029412,"Blake Snell",13543,605483
2007,"Javier Vazquez","CHW",216.2,0.11026616,"Javier Vazquez",801,134320
2015,"Yordano Ventura","KCR",163.1,0.11023622,"Yordano Ventura",11855,570649
2005,"Kaz Ishii","NYM",89.1,0.11016949,"Kaz Ishii",655,408193
2010,"Kyle Kendrick","PHI",177.2,0.11016949,"Kyle Kendrick",6230,452718
2014,"Kyle Kendrick","PHI",199,0.11013216,"Kyle Kendrick",6230,452718
2011,"James McDonald","PIT",171,0.11009174,"James McDonald",5523,457428
2009,"Ryan Dempster","CHC",200,0.11,"Ryan Dempster",517,133225
2011,"Derek Holland","TEX",198,0.11,"Derek Holland",4141,502706
2014,"Scott Carroll","CHW",106.2,0.11,"Scott Carroll",888,453222
2015,"Chad Bettis","COL",115,0.11,"Chad Bettis",10587,518452
2023,"Nestor Cortes","NYY",63.1,0.11,"Nestor Cortes",17874,641482
2002,"Aaron Sele","ANA",160,0.10994764,"Aaron Sele",34,121986
2005,"David Wells","BOS",184,0.10994764,"David Wells",855,124071
2009,"Brian Moehler","HOU",154.2,0.10994764,"Brian Moehler",480,119215
2002,"Dave Mlicki","HOU",77.1,0.10989011,"Dave Mlicki",569,119211
2019,"Zach Davies","MIL",159.2,0.10989011,"Zach Davies",13183,605200
2005,"Casey Fossum","TBD",142,0.10982659,"Casey Fossum",188,407154
2005,"Aaron Sele","SEA",116,0.1097561,"Aaron Sele",34,121986
2007,"Ramon Ortiz","MIN",56.1,0.1097561,"Ramon Ortiz",27,150009
2016,"Ryan Vogelsong","PIT",67.2,0.1097561,"Ryan Vogelsong",1011,285064
2021,"Daniel Lynch IV","KCR",68,0.1097561,"Daniel Lynch IV",21537,663738
2022,"Brandon Woodruff","MIL",153.1,0.1097561,"Brandon Woodruff",16162,605540
2003,"Jarrod Washburn","ANA",207.1,0.10967742,"Jarrod Washburn",40,132220
2004,"Josh Beckett","FLA",156.2,0.10958904,"Josh Beckett",510,277417
2007,"Bobby Livingston","CIN",56.1,0.10958904,"Bobby Livingston",3876,455751
2010,"Nelson Figueroa","- - -",60.2,0.10958904,"Nelson Figueroa",683,150153
2012,"Jair Jurrjens","ATL",47.1,0.10958904,"Jair Jurrjens",5556,457453
2014,"Trevor Cahill","ARI",87,0.10958904,"Trevor Cahill",6249,502239
2022,"Tyler Wells","BAL",103.2,0.10958904,"Tyler Wells",20000,669330
2015,"Dan Haren","- - -",187.1,0.10954064,"Dan Haren",1757,429717
2009,"Ricky Nolasco","FLA",185,0.10952381,"Ricky Nolasco",3830,445060
2018,"Eduardo Rodriguez","BOS",123.1,0.10948905,"Eduardo Rodriguez",13164,593958
2018,"Trevor Richards","MIA",126.1,0.10948905,"Trevor Richards",19309,670950
2006,"Tom Glavine","NYM",198,0.10945274,"Tom Glavine",90,114849
2019,"Zack Wheeler","NYM",195.1,0.10945274,"Zack Wheeler",10310,554430
2003,"Kurt Ainsworth","SFG",66,0.109375,"Kurt Ainsworth",1431,215128
2008,"Greg Maddux","- - -",194,0.109375,"Greg Maddux",104,118120
2008,"Sidney Ponson","- - -",134.2,0.109375,"Sidney Ponson",161,132260
2008,"Brett Tomko","KCR",54,0.109375,"Brett Tomko",1056,123387
2008,"Ricky Nolasco","FLA",206.2,0.109375,"Ricky Nolasco",3830,445060
2009,"Jeremy Guthrie","BAL",200,0.109375,"Jeremy Guthrie",2072,425386
2012,"Justin Germano","CHC",61,0.109375,"Justin Germano",1938,430683
2013,"Tom Koehler","MIA",131.2,0.109375,"Tom Koehler",6570,543408
2019,"Zack Greinke","- - -",208.2,0.109375,"Zack Greinke",1943,425844
2021,"Cal Quantrill","CLE",121,0.109375,"Cal Quantrill",19312,615698
2003,"Matt Morris","STL",172.1,0.10928962,"Matt Morris",1172,119403
2005,"Odalis Perez","LAD",108.2,0.1092437,"Odalis Perez",668,136602
2008,"Adam Eaton","PHI",104,0.1092437,"Adam Eaton",1029,284566
2021,"Eric Lauer","MIL",106.2,0.1092437,"Eric Lauer",19316,641778
2006,"Freddy Garcia","CHW",216.1,0.10921502,"Freddy Garcia",1077,150119
2018,"Wei-Yin Chen","MIA",133.1,0.1091954,"Wei-Yin Chen",13071,612672
2022,"Chris Bassitt","NYM",181.2,0.1091954,"Chris Bassitt",12304,605135
2002,"Scott Schoeneweis","ANA",90.1,0.10909091,"Scott Schoeneweis",33,150011
2010,"Dontrelle Willis","- - -",63.2,0.10909091,"Dontrelle Willis",1703,425883
2015,"Jordan Zimmermann","WSN",201.2,0.10909091,"Jordan Zimmermann",4505,519455
2016,"Justin Verlander","DET",227.2,0.10909091,"Justin Verlander",8700,434378
2005,"Joel Pineiro","SEA",189,0.10900474,"Joel Pineiro",1094,334492
2012,"R.A. Dickey","NYM",232.2,0.10900474,"R.A. Dickey",1245,285079
2021,"Logan Gilbert","SEA",119.1,0.10897436,"Logan Gilbert",22250,669302
2004,"Ryan Franklin","SEA",200.1,0.10891089,"Ryan Franklin",1076,211041
2013,"Cliff Lee","PHI",222.2,0.10891089,"Cliff Lee",1636,424324
2021,"Kwang Hyun Kim","STL",96.2,0.10891089,"Kwang Hyun Kim",27458,547942
2009,"Vicente Padilla","- - -",145.1,0.10884354,"Vicente Padilla",964,218894
2021,"Kyle Gibson","- - -",177.2,0.10884354,"Kyle Gibson",10123,502043
2002,"Hideo Nomo","LAD",220.1,0.10878661,"Hideo Nomo",666,119827
2002,"Joe Roa","PHI",64,0.10869565,"Joe Roa",969,121258
2003,"Amaury Telemaco","PHI",45.1,0.10869565,"Amaury Telemaco",1802,123176
2004,"Randy Wolf","PHI",136.2,0.10869565,"Randy Wolf",976,150116
2008,"Scott Olsen","FLA",201.2,0.10869565,"Scott Olsen",4529,435179
2014,"Felix Doubront","- - -",70.2,0.10869565,"Felix Doubront",1478,467094
2014,"Drew Pomeranz","OAK",52.1,0.10869565,"Drew Pomeranz",11426,519141
2017,"Sean Newcomb","ATL",100,0.10869565,"Sean Newcomb",16943,656794
2019,"Jason Vargas","- - -",148.2,0.10869565,"Jason Vargas",8044,450306
2019,"Austin Voth","WSN",41.1,0.10869565,"Austin Voth",15047,608723
2020,"David Peterson","NYM",45.2,0.10869565,"David Peterson",20302,656849
2023,"Joan Adon","WSN",38,0.10869565,"Joan Adon",22925,672851
2004,"Jimmy Gobble","KCR",142,0.10859729,"Jimmy Gobble",1791,425471
2005,"Woody Williams","SDP",159.2,0.10859729,"Woody Williams",1190,124315
2023,"Taijuan Walker","PHI",165.2,0.10857143,"Taijuan Walker",11836,592836
2005,"Rodrigo Lopez","BAL",209.1,0.10852713,"Rodrigo Lopez",150,150438
2006,"Randy Johnson","NYY",205,0.10852713,"Randy Johnson",60,116615
2007,"Jesse Litsch","TOR",111,0.10852713,"Jesse Litsch",3688,446209
2010,"Justin Masterson","CLE",169.1,0.10852713,"Justin Masterson",2038,475416
2022,"Mitch Keller","PIT",153,0.10852713,"Mitch Keller",17594,656605
2023,"Kutter Crawford","BOS",96.1,0.10852713,"Kutter Crawford",20531,676710
2002,"Al Leiter","NYM",204.1,0.10849057,"Al Leiter",883,117652
2013,"Matt Cain","SFG",184.1,0.10849057,"Matt Cain",4732,430912
2019,"Sandy Alcantara","MIA",197.1,0.10849057,"Sandy Alcantara",18684,645261
2009,"Josh Outman","OAK",65.1,0.10843373,"Josh Outman",4004,489189
2010,"Bud Norris","HOU",153.2,0.10843373,"Bud Norris",9492,502032
2018,"Derek Holland","SFG",161.2,0.10843373,"Derek Holland",4141,502706
2016,"Corey Kluber","CLE",215,0.10837438,"Corey Kluber",2429,446372
2013,"Kyle Lohse","MIL",198.2,0.10833333,"Kyle Lohse",739,346798
2013,"Justin Masterson","CLE",189.1,0.10833333,"Justin Masterson",2038,475416
2003,"Curt Schilling","ARI",168,0.10828025,"Curt Schilling",73,121811
2017,"Chad Kuhl","PIT",157.1,0.10828025,"Chad Kuhl",14975,641771
2005,"Jeremy Bonderman","DET",189,0.10824742,"Jeremy Bonderman",1667,425827
2006,"Jeff Suppan","STL",190,0.10824742,"Jeff Suppan",633,122987
2012,"Josh Beckett","- - -",170.1,0.10824742,"Josh Beckett",510,277417
2009,"A.J. Burnett","NYY",207,0.10822511,"A.J. Burnett",512,150359
2015,"Jeff Samardzija","CHW",214,0.10820896,"Jeff Samardzija",3254,502188
2002,"Andy Ashby","LAD",181.2,0.10810811,"Andy Ashby",637,110351
2003,"Gary Knotts","DET",92,0.10810811,"Gary Knotts",1428,276352
2004,"Jorge Sosa","TBD",47.2,0.10810811,"Jorge Sosa",1228,407901
2006,"Josh Fogg","COL",172,0.10810811,"Josh Fogg",989,150319
2008,"Randy Johnson","ARI",184,0.10810811,"Randy Johnson",60,116615
2009,"Antonio Bastardo","PHI",22.2,0.10810811,"Antonio Bastardo",8844,455374
2015,"Dillon Gee","NYM",38,0.10810811,"Dillon Gee",7396,518716
2017,"Jeff Locke","MIA",32,0.10810811,"Jeff Locke",2929,502046
2019,"Zac Gallen","- - -",80,0.10810811,"Zac Gallen",19291,668678
2020,"José Urquidy","HOU",29.2,0.10810811,"Jose Urquidy",18413,664353
2021,"Zack Wheeler","PHI",213.1,0.10810811,"Zack Wheeler",10310,554430
2021,"Carlos Martinez","STL",82.1,0.10810811,"Carlos Martinez",11682,593372
2021,"Luis Gil","NYY",29.1,0.10810811,"Luis Gil",21052,661563
2022,"Chris Archer","MIN",102.2,0.10810811,"Chris Archer",6345,502042
2023,"Andrew Abbott","CIN",107,0.10810811,"Andrew Abbott",29911,671096
2006,"Kenny Rogers","DET",202,0.10798122,"Kenny Rogers",1277,121386
2022,"Julio Urías","LAD",175,0.10798122,"Julio Urias",14765,628711
2012,"C.J. Wilson","LAA",202.1,0.10795455,"C.J. Wilson",3580,450351
2010,"Ian Kennedy","ARI",194,0.10788382,"Ian Kennedy",6986,453178
2017,"Max Scherzer","WSN",200.2,0.10784314,"Max Scherzer",3137,453286
2018,"Aaron Sanchez","TOR",105,0.10784314,"Aaron Sanchez",11490,592717
2021,"Luis Patiño","TBR",68.1,0.10784314,"Luis Patino",22815,672715
2002,"Paul Byrd","KCR",228.1,0.10778443,"Paul Byrd",594,111838
2004,"Paul Byrd","ATL",114.1,0.10778443,"Paul Byrd",594,111838
2006,"Chuck James","ATL",107.2,0.10778443,"Chuck James",4886,460580
2002,"John Thomson","- - -",181.2,0.10769231,"John Thomson",453,123307
2002,"Ben Sheets","MIL",216.2,0.10769231,"Ben Sheets",710,282656
2003,"Adam Bernero","DET",99.2,0.10769231,"Adam Bernero",460,333293
2006,"Alay Soler","NYM",45,0.10769231,"Alay Soler",8542,434057
2009,"Mat Latos","SDP",50.2,0.10769231,"Mat Latos",3815,502009
2012,"John Danks","CHW",53.2,0.10769231,"John Danks",6329,433579
2012,"Ian Kennedy","ARI",208.1,0.10769231,"Ian Kennedy",6986,453178
2010,"Dan Haren","- - -",235,0.10763889,"Dan Haren",1757,429717
2003,"Aaron Sele","ANA",121.2,0.10759494,"Aaron Sele",34,121986
2011,"Dillon Gee","NYM",156.1,0.10759494,"Dillon Gee",7396,518716
2009,"Kevin Hart","- - -",75.1,0.10752688,"Kevin Hart",8079,453954
2012,"James McDonald","PIT",171,0.10752688,"James McDonald",5523,457428
2014,"Brandon Workman","BOS",80.2,0.10752688,"Brandon Workman",11428,519443
2009,"Carl Pavano","- - -",199.1,0.10743802,"Carl Pavano",790,134321
2014,"R.A. Dickey","TOR",215.2,0.10743802,"R.A. Dickey",1245,285079
2018,"Blake Snell","TBR",180.2,0.10738255,"Blake Snell",13543,605483
2015,"Corey Kluber","CLE",222,0.10731707,"Corey Kluber",2429,446372
2008,"Livan Hernandez","- - -",180,0.10729614,"Livan Hernandez",1116,115817
2015,"Bartolo Colon","NYM",192.2,0.10729614,"Bartolo Colon",375,112526
2002,"Todd Ritchie","CHW",131,0.10714286,"Todd Ritchie",253,121234
2003,"Seth McClung","TBD",24,0.10714286,"Seth McClung",1657,425528
2004,"Brandon Backe","HOU",45,0.10714286,"Brandon Backe",1529,407840
2005,"Gavin Floyd","PHI",21.1,0.10714286,"Gavin Floyd",3886,425856
2006,"John Rheinecker","TEX",65.2,0.10714286,"John Rheinecker",2165,425850
2007,"J.D. Durbin","PHI",48.1,0.10714286,"J.D. Durbin",7992,429716
2009,"Mark Buehrle","CHW",213.1,0.10714286,"Mark Buehrle",225,279824
2009,"Bruce Chen","KCR",48,0.10714286,"Bruce Chen",769,136600
2009,"Clayton Richard","- - -",136.1,0.10714286,"Clayton Richard",3551,453385
2009,"Garrett Mock","WSN",78.1,0.10714286,"Garrett Mock",7335,452241
2010,"Chris Capuano","MIL",45.2,0.10714286,"Chris Capuano",1701,425626
2010,"Jeff Samardzija","CHC",16,0.10714286,"Jeff Samardzija",3254,502188
2011,"Micah Owings","ARI",20.1,0.10714286,"Micah Owings",4253,452249
2012,"Carl Pavano","MIN",63,0.10714286,"Carl Pavano",790,134321
2012,"Edgar Gonzalez","HOU",25,0.10714286,"Edgar Gonzalez",1727,429440
2012,"Chris Tillman","BAL",86,0.10714286,"Chris Tillman",5279,501957
2016,"Derek Holland","TEX",105.1,0.10714286,"Derek Holland",4141,502706
2016,"Aaron Sanchez","TOR",192,0.10714286,"Aaron Sanchez",11490,592717
2019,"Sean Manaea","OAK",29.2,0.10714286,"Sean Manaea",15873,640455
2020,"Chris Mazza","BOS",23.1,0.10714286,"Chris Mazza",14151,607391
2021,"Alek Manoah","TOR",111.2,0.10714286,"Alek Manoah",26410,666201
2016,"Madison Bumgarner","SFG",226.2,0.10699588,"Madison Bumgarner",5524,518516
2005,"Jose Contreras","CHW",204.2,0.10697674,"Jose Contreras",1660,425747
2012,"Aníbal Sánchez","- - -",195.2,0.10695187,"Anibal Sanchez",3284,434671
2003,"Joe Kennedy","TBD",118.2,0.10691824,"Joe Kennedy",1217,406773
2007,"Robinson Tejeda","TEX",95.1,0.10691824,"Robinson Tejeda",2575,434565
2023,"Kyle Bradish","BAL",158.2,0.10687023,"Kyle Bradish",24586,680694
2004,"Ben Sheets","MIL",237,0.10683761,"Ben Sheets",710,282656
2003,"Kevin Brown","LAD",211,0.10679612,"Kevin Brown",642,111554
2009,"John Smoltz","- - -",78,0.10679612,"John Smoltz",115,122477
2011,"Cory Luebke","SDP",100.2,0.10679612,"Cory Luebke",1984,458537
2015,"Carlos Rodón","CHW",133,0.10679612,"Carlos Rodon",16137,607074
2017,"Mike Clevinger","CLE",114,0.10679612,"Mike Clevinger",12808,605182
2005,"Brandon Backe","HOU",147.1,0.10674157,"Brandon Backe",1529,407840
2011,"Jason Hammel","COL",160,0.10674157,"Jason Hammel",4538,434628
2012,"Ryan Dempster","- - -",173,0.10674157,"Ryan Dempster",517,133225
2009,"Cole Hamels","PHI",193.2,0.10666667,"Cole Hamels",4972,430935
2012,"Randall Delgado","ATL",91.2,0.10666667,"Randall Delgado",5985,517414
2012,"Tommy Milone","OAK",190,0.10666667,"Tommy Milone",7608,543548
2015,"Matt Wisler","ATL",107,0.10666667,"Matt Wisler",12804,605538
2017,"David Price","BOS",66,0.10666667,"David Price",3184,456034
2018,"Antonio Senzatela","COL",73,0.10666667,"Antonio Senzatela",15488,622608
2019,"Frankie Montas","OAK",96,0.10666667,"Frankie Montas",14309,593423
2002,"Jimmy Haynes","CIN",196.2,0.10659898,"Jimmy Haynes",329,115649
2016,"Michael Wacha","STL",132.1,0.10655738,"Michael Wacha",14078,608379
2006,"Byung-Hyun Kim","COL",155,0.10650888,"Byung-Hyun Kim",61,218294
2003,"Kyle Lohse","MIN",201,0.10646388,"Kyle Lohse",739,346798
2011,"Ted Lilly","LAD",192.2,0.10646388,"Ted Lilly",833,150404
2008,"Eric Hurley","TEX",24.2,0.10638298,"Eric Hurley",8364,457922
2009,"Jon Lester","BOS",203.1,0.10638298,"Jon Lester",4930,452657
2009,"Kevin Slowey","MIN",90.2,0.10638298,"Kevin Slowey",9918,458713
2010,"Brian Moehler","HOU",38.1,0.10638298,"Brian Moehler",480,119215
2011,"Randall Delgado","ATL",35,0.10638298,"Randall Delgado",5985,517414
2014,"Jeff Samardzija","- - -",219.2,0.10638298,"Jeff Samardzija",3254,502188
2016,"Carlos Martinez","STL",195.1,0.10638298,"Carlos Martinez",11682,593372
2023,"Kodai Senga","NYM",161.1,0.10638298,"Kodai Senga",31838,673540
2011,"Tim Wakefield","BOS",137.1,0.10628019,"Tim Wakefield",219,123801
2018,"Aaron Nola","PHI",212.1,0.10625,"Aaron Nola",16149,605400
2004,"Johan Santana","MIN",228,0.10619469,"Johan Santana",755,276371
2012,"Drew Smyly","DET",95,0.10619469,"Drew Smyly",11760,592767
2002,"Jeff D'Amico","NYM",129,0.10614525,"Jeff D'Amico",871,113026
2005,"CC Sabathia","CLE",196.2,0.10614525,"CC Sabathia",404,282332
2006,"Paul Byrd","CLE",179,0.10612245,"Paul Byrd",594,111838
